input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1886	E531	row1886_M+H[1+];row1889_M(C13)+H[1+];row1977_M+Na[1+];row813_M(C13)+2H[2+]	C00055	CMP	row1886	324.0582	154.0	0.00330916980728	-3.45	AE_pos_324.0582_154
row1889	E531	row1886_M+H[1+];row1889_M(C13)+H[1+];row1977_M+Na[1+];row813_M(C13)+2H[2+]	C00055	CMP	row1889	325.0617	137.0	0.0549402476299	-2.07	AE_pos_325.0617_137
row1909	E450	row1837_M+H[1+];row1909_M+Na[1+];row698_M+2H[2+]	C00051	Reduced glutathione	row1909	330.0716	102.0	9.68060041753e-10	-12.64	AE_pos_330.0716_102
row1920	E893	row1920_M+Na[1+]	C00270	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	row1920	332.094	340.0	0.102755935325	1.73	AE_pos_332.094_340
row1921	E891	row1921_M+Na[1+]	C00270	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	row1921	332.094	93.0	0.315621476028	-1.04	AE_pos_332.094_93
row1935	E923	row1935_M+Na[1+]	C05695	gamma-Glutamyl-Se-methylselenocysteine; 5-L-Glutamyl-Se-methylselenocysteine	row1935	335.0087	117.0	0.000440490056016	-4.41	AE_pos_335.0087_117
row1940	E481	row1940_M+Na[1+];row734_M+2H[2+]	C04717;C14827	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid$9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	row1940	335.2193	110.0	0.983702708768	0.02	AE_pos_335.2193_110
row1940	E924	row1940_M+H[1+]	CE5928;CE5925;C05953;C05957;C05954;C05955;CE5535;CE5537	$$Prostaglandin A2; PGA2; Medullin$Prostaglandin J2; PGJ2$Prostaglandin B2; PGB2$Prostaglandin C2; PGC2$$	row1940	335.2193	110.0	0.983702708768	0.02	AE_pos_335.2193_110
row1947	E932	row1947_M+Na[1+]	C00921	Dihydropteroate; 7,8-Dihydropteroate	row1947	337.1006	471.0	9.00457110166e-06	-6.39	AE_pos_337.1006_471
row1953	E936	row1953_M+H[1+]	C14180	hydroxymethylglutathione	row1953	338.1038	404.0	2.48518348017e-05	-5.85	AE_pos_338.1038_404
row1956	E938	row1956_M+Na[1+]	CE1261	5-S-cysteinyldopa	row1956	339.0594	163.0	1.74282671318e-09	-12.14	AE_pos_339.0594_163
row1971	E947	row1971_M+H[1+];row5946_M+Na[1+]	C16548	N,N-Didesmethyltamoxifen	row1971	344.2034	46.0	0.328158714523	-1.01	AE_pos_344.2034_46
row1977	E531	row1886_M+H[1+];row1889_M(C13)+H[1+];row1977_M+Na[1+];row813_M(C13)+2H[2+]	C00055	CMP	row1977	346.0423	120.0	0.517206039224	-0.66	AE_pos_346.0423_120
row1993	E950	row1993_M(C13)+H[1+];row5072_M+H[1+]	C00020;C00362	AMP$dGMP	row1993	349.0729	354.0	0.491093587163	0.7	AE_pos_349.0729_354
row1994	E952	row1994_M+Na[1+]	C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate; beta-D-Glucosyl-2-coumarinate	row1994	349.0871	380.0	9.44367560398e-07	-7.68	AE_pos_349.0871_380
row2010	E954	row2010_M+Na[1+]	C00360	dAMP	row2010	354.0562	104.0	0.569129791323	0.58	AE_pos_354.0562_104
row2037	E960	row2037_M+Na[1+]	C03033	beta-D-Glucuronoside; Acceptor beta-D-glucuronoside; Glucuronide; beta-D-Glucuronide	row2037	362.0825	548.0	0.205732424349	-1.32	AE_pos_362.0825_548
row2038	E962	row2038_M+Na[1+]	C14877;C05403	$3-Ketolactose	row2038	363.0869	547.0	0.199465130369	-1.34	AE_pos_363.0869_547
row2066	E966	row2066_M+H[1+]	CE3086	4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside	row2066	371.1231	61.0	0.156645239106	1.49	AE_pos_371.1231_61
row2071	E968	row2071_M+Na[1+];row7013_M(C13)+H[1+]	CE7114;CE2053;CE5138;CE5661;CE7115;CE7113;CE7112;CE7088	$20-oxo-leukotriene B4$12-oxo-20-hydroxy-leukotriene B4$15-oxo-lipoxin A4$20-hydroxy-leukotriene B5$15-epi-lipoxin B5$15-epi-lipoxin A5$PGH3	row2071	372.1884	77.0	0.0623853151827	2.0	AE_pos_372.1884_77
row2080	E969	row2080_M[1+];row2083_M+H[1+];row7968_M+Na[1+]	C00255	Riboflavin	row2080	376.1414	60.0	0.133700077874	1.58	AE_pos_376.1414_60
row2083	E969	row2080_M[1+];row2083_M+H[1+];row7968_M+Na[1+]	C00255	Riboflavin	row2083	377.144	62.0	0.00189586900866	3.71	AE_pos_377.144_62
row2084	E971	row2084_M+Na[1+]	C04843;C04741;C05959;C14814;C00639;C14782	(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate; (5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoic acid; Trioxilin A3$Alprostadil; Prostaglandin E1; (13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate$11-epi-Prostaglandin F2alpha; 11-epi-Prostaglandin F2a; 11-epi-PGF2alpha; 11-epi-PGF2a$11,14,15-THETA; 11,14,15-Trihydroxyicosatrienoic acid; (5Z,8Z,12E)-11,14,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-11,14,15-Trihydroxyicosa-5,8,12-trienoic acid$Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583$11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	row2084	377.2274	120.0	0.541208693663	0.62	AE_pos_377.2274_120
row2097	E977	row2097_M+H[1+];row2101_M(C13)+H[1+]	C14864;C14865	S-(2-Chloroacetyl)glutathione$2-(S-Glutathionyl)acetyl chloride	row2097	384.0652	547.0	0.945660842736	0.07	AE_pos_384.0652_547
row2101	E977	row2097_M+H[1+];row2101_M(C13)+H[1+]	C14864;C14865	S-(2-Chloroacetyl)glutathione$2-(S-Glutathionyl)acetyl chloride	row2101	385.0684	547.0	0.416958165857	-0.83	AE_pos_385.0684_547
row2110	E980	row2110_M+Na[1+]	CE5139;CE7105	12-oxo-20-dihydroxy-leukotriene B4$11-dehydro-15-keto-TXB2	row2110	388.1891	227.0	0.00187967710973	3.72	AE_pos_388.1891_227
row2124	E983	row2124_M[1+];row2133_M(C13)+H[1+];row7503_M+H[1+]	CE6444;CE6445;CE6446;CE6448;CE6451;CE6450;CE6447;CE6449	$$$$$$$	row2124	391.213	60.0	0.960470329621	0.05	AE_pos_391.213_60
row2124	E986	row2124_M+Na[1+];row7735_M+HCOONa[1+]	C05962;C05956	$Prostaglandin G2; PGG2	row2124	391.213	60.0	0.960470329621	0.05	AE_pos_391.213_60
row2131	E967	row2131_M+Na[1+]	CE3086	4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside	row2131	393.1067	396.0	0.322338880621	-1.02	AE_pos_393.1067_396
row2133	E983	row2124_M[1+];row2133_M(C13)+H[1+];row7503_M+H[1+]	CE6444;CE6445;CE6446;CE6448;CE6451;CE6450;CE6447;CE6449	$$$$$$$	row2133	393.2198	70.0	0.516467484372	-0.66	AE_pos_393.2198_70
row2134	E990	row2134_M+H[1+]	C15517;C04483;C02528	Hyodeoxycholate; 6alpha-Hydroxylithocholate; 3alpha,6alpha-Dihydroxy-5beta-cholanic acid$3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid$Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol	row2134	393.2965	56.0	0.129122530513	-1.6	AE_pos_393.2965_56
row2166	E594	row2166_M+HCOONa[1+];row5078_M+Na[1+]	C00208;C06373;C00252;C00243;C01083;C00897;C00089;C01235;C05400;C05402;C00185	Maltose$beta-D-Gal-(1->4)-D-Glc$Isomaltose; Brachiose$Lactose$Trehalose$alpha-Maltose; alpha-Malt sugar$Sucrose$1-alpha-D-Galactosyl-myo-inositol; 1-O-alpha-D-Galactosyl-D-myo-inositol; Galactinol$Epimelibiose$Melibiose$Cellobiose	row2166	411.1085	138.0	0.939568731824	0.08	AE_pos_411.1085_138
row2190	E994	row2190_M+Na[1+]	CE2874	3'-monoiodo-L-thyronine	row2190	421.9891	511.0	0.177216351969	1.41	AE_pos_421.9891_511
row2201	E719	row1311_M+H+Na[2+];row2201_M+Na[1+]	C05983	Propinol adenylate; Propionyladenylate	row2201	426.0808	150.0	0.428497747502	-0.81	AE_pos_426.0808_150
row2223	E1003	row2223_M+H[1+]	CE2205;CE2202;C17335	1alpha,24R,25-trihydroxyvitamin D3$23S,25,26-trihydroxyvitamin D3$	row2223	433.3295	215.0	0.257325989153	-1.17	AE_pos_433.3295_215
row2238	E758	row1365_M(C13)+2H[2+];row2238_M+H[1+];row2240_M(C13)+H[1+];row2294_M+Na[1+];row5715_M+2H[2+]	C00504	Folate	row2238	442.1462	162.0	6.73046490035e-05	5.33	AE_pos_442.1462_162
row2240	E758	row1365_M(C13)+2H[2+];row2238_M+H[1+];row2240_M(C13)+H[1+];row2294_M+Na[1+];row5715_M+2H[2+]	C00504	Folate	row2240	443.1493	162.0	6.93862935562e-05	5.32	AE_pos_443.1493_162
row2246	E1011	row2246_M+H[1+]	C00570	CDPethanolamine	row2246	447.0666	122.0	3.92033786292e-05	-5.61	AE_pos_447.0666_122
row2249	E1016	row2249_M+H[1+]	estroneglc;C11133	estrone glucuronide$Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide	row2249	447.1988	81.0	0.409782809825	-0.85	AE_pos_447.1988_81
row2289	E1008	row2289_M+Na[1+]	CE7072	13'-carboxy-gama-tocotrienol	row2289	462.2738	374.0	1.09333113748e-06	7.59	AE_pos_462.2738_374
row2294	E758	row1365_M(C13)+2H[2+];row2238_M+H[1+];row2240_M(C13)+H[1+];row2294_M+Na[1+];row5715_M+2H[2+]	C00504	Folate	row2294	464.127	161.0	2.98368930716e-05	5.75	AE_pos_464.127_161
row2335	E1032	row2335_M+H[1+]	C02592	Taurolithocholate; Taurolithocholic acid	row2335	484.3102	97.0	0.879873049189	0.15	AE_pos_484.3102_97
row2345	E1035	row2345_M+Na[1+]	chsterols;C01921	cholesterol sulfate$glycocholate	row2345	488.2976	380.0	0.485719831204	0.71	AE_pos_488.2976_380
row2346	E1037	row2346_M+H[1+];row6018_M+Na[1+]	C00307	CDPcholine	row2346	489.1193	110.0	5.49774624266e-08	-9.51	AE_pos_489.1193_110
row2348	E1039	row2348_M+H[1+]	CE2306;CE2305;CE2304;CE2303	12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate$12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate$10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide$9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate	row2348	489.2653	81.0	0.107379058301	-1.71	AE_pos_489.2653_81
row2359	E1042	row2359_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine	row2359	496.3377	560.0	0.000101885876366	-5.12	AE_pos_496.3377_560
row2360	E814	row1587_M+H+Na[2+];row2360_M+H[1+];row2439_M+HCOONa[1+]	C14803;C14806;C14804;C14805	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene$1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene$1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene$1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	row2360	497.1325	47.0	0.127725277463	-1.61	AE_pos_497.1325_47
row2370	E1043	row2370_M+H[1+]	C05463;C05465	Taurodeoxycholate$Taurochenodeoxycholate; Chenodeoxycholoyltaurine	row2370	500.2999	372.0	0.00328050208853	3.45	AE_pos_500.2999_372
row2439	E814	row1587_M+H+Na[2+];row2360_M+H[1+];row2439_M+HCOONa[1+]	C14803;C14806;C14804;C14805	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene$1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene$1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene$1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	row2439	565.1172	47.0	0.646023145672	-0.47	AE_pos_565.1172_47
row2443	E1054	row2443_M+H[1+]	C11376	SN38 glucuronide; SN-38G	row2443	569.1802	122.0	0.522862895371	0.65	AE_pos_569.1802_122
row2490	E884	row1831_M+2H[2+];row1834_M(C13)+2H[2+];row2490_M+H[1+];row2491_M(C13)+H[1+];row2514_M+Na[1+]	C00127	Oxidized glutathione	row2490	613.1556	295.0	2.59226083492e-23	-93.14	AE_pos_613.1556_295
row2491	E884	row1831_M+2H[2+];row1834_M(C13)+2H[2+];row2490_M+H[1+];row2491_M(C13)+H[1+];row2514_M+Na[1+]	C00127	Oxidized glutathione	row2491	614.1602	295.0	6.66211169353e-07	-7.89	AE_pos_614.1602_295
row2500	E1057	row2500_M+Na[1+]	CE2873;CE2870	3',5'-diiodo-L-thyronine 4'-O-sulfate$3,3'-diiodo-L-thyronine 4'-O-sulfate	row2500	626.8297	528.0	0.000765810321442	-4.14	AE_pos_626.8297_528
row2514	E884	row1831_M+2H[2+];row1834_M(C13)+2H[2+];row2490_M+H[1+];row2491_M(C13)+H[1+];row2514_M+Na[1+]	C00127	Oxidized glutathione	row2514	635.1401	305.0	0.000140956833368	-4.96	AE_pos_635.1401_305
row2569	E1059	row2569_M+Na[1+]	C15647	2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate	row2569	679.4639	37.0	0.844816248384	0.2	AE_pos_679.4639_37
row2654	E1062	row2654_M(C13)+H[1+];row2809_M+Na[1+]	C00416	Phosphatidic acid (phospholipids)	row2654	702.5177	39.0	0.541072477216	-0.62	AE_pos_702.5177_39
row2743	E1064	row2743_M+H[1+];row2751_M(C13)+H[1+]	CE2916	neocasomorphin	row2743	716.3673	39.0	0.0153179206985	2.71	AE_pos_716.3673_39
row2751	E1064	row2743_M+H[1+];row2751_M(C13)+H[1+]	CE2916	neocasomorphin	row2751	717.3708	38.0	0.130258959982	-1.6	AE_pos_717.3708_38
row2809	E1062	row2654_M(C13)+H[1+];row2809_M+Na[1+]	C00416	Phosphatidic acid (phospholipids)	row2809	723.4882	38.0	0.402804518236	-0.86	AE_pos_723.4882_38
row2996	E1068	row2996_M[1+];row3006_M+H[1+];row3018_M(C13)+H[1+];row3268_M+Na[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate	row2996	739.8338	43.0	0.403094885988	0.86	AE_pos_739.8338_43
row3006	E1068	row2996_M[1+];row3006_M+H[1+];row3018_M(C13)+H[1+];row3268_M+Na[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate	row3006	740.8311	42.0	0.106157847727	1.71	AE_pos_740.8311_42
row3018	E1068	row2996_M[1+];row3006_M+H[1+];row3018_M(C13)+H[1+];row3268_M+Na[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate	row3018	741.8364	40.0	0.161533054511	1.47	AE_pos_741.8364_40
row3196	E1071	row3196_M+H[1+]	C06197;C04307	P1,P3-Bis(5'-adenosyl) triphosphate; ApppA$P1,P2-Bis(5'-adenosyl) triphosphate	row3196	757.0948	38.0	0.448570687279	-0.78	AE_pos_757.0948_38
row3268	E1068	row2996_M[1+];row3006_M+H[1+];row3018_M(C13)+H[1+];row3268_M+Na[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate	row3268	762.8102	42.0	0.79114464053	0.27	AE_pos_762.8102_42
row3448	E1075	row3448_M+H[1+]	C01829	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; L-Thyroxine; 3,5,3'5'-Tetraiodo-L-thyronine; Levothyroxin; T4	row3448	777.6896	63.0	0.457037029067	-0.76	AE_pos_777.6896_63
row3505	E988	row3505_M+Na[1+];row3974_M+HCOONa[1+]	C03374	Bilirubin-glucuronoside; Bilirubin monoglucuronide	row3505	783.2895	38.0	0.853894240839	-0.19	AE_pos_783.2895_38
row3873	E1080	row3873_M+Na[1+]	CE2886;CE2887	3,3',5'-triiodothyroacetate-beta-D-glucuronoside$3,5,3'-triiodothyroacetate-beta-D-glucuronoside	row3873	818.7737	39.0	0.80888851787	-0.25	AE_pos_818.7737_39
row3974	E988	row3505_M+Na[1+];row3974_M+HCOONa[1+]	C03374	Bilirubin-glucuronoside; Bilirubin monoglucuronide	row3974	829.2826	39.0	0.134449399363	1.58	AE_pos_829.2826_39
row3974	E1081	row3974_M+H[1+];row4163_M+Na[1+]	CE2835	maltopentaose	row3974	829.2826	39.0	0.134449399363	1.58	AE_pos_829.2826_39
row4043	E1084	row4043_M+H[1+];row4055_M(C13)+H[1+]	C00877;C03460	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA$2-Methylprop-2-enoyl-CoA; Methacrylyl-CoA; Methylacrylyl-CoA	row4043	836.1427	43.0	0.0855977810053	1.83	AE_pos_836.1427_43
row4055	E1084	row4043_M+H[1+];row4055_M(C13)+H[1+]	C00877;C03460	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA$2-Methylprop-2-enoyl-CoA; Methacrylyl-CoA; Methylacrylyl-CoA	row4055	837.1588	39.0	0.199638952723	1.34	AE_pos_837.1588_39
row4147	E1089	row4147_M+Na[1+]	CE2879;CE2878	3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside$3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside	row4147	848.8099	39.0	0.0232220808393	2.51	AE_pos_848.8099_39
row4163	E1081	row3974_M+H[1+];row4163_M+Na[1+]	CE2835	maltopentaose	row4163	851.2557	39.0	0.943396120307	0.07	AE_pos_851.2557_39
row4178	E1091	row4178_M+H[1+]	C15670	Heme A	row4178	853.3679	39.0	0.881260938296	0.15	AE_pos_853.3679_39
row4190	E1093	row4190_M+H[1+];row6320_M+2H[2+]	C01024	Hydroxymethylbilane	row4190	855.2913	41.0	0.090809422774	1.8	AE_pos_855.2913_41
row4211	E1094	row4211_M+Na[1+]	C01260	P1,P4-Bis(5'-adenosyl) tetraphosphate; AppppA	row4211	859.0361	39.0	0.591209095283	0.55	AE_pos_859.0361_39
row4233	E1096	row4233_M+H[1+]	CE4808	4-methyl-pentanoyl-CoA	row4233	862.1653	40.0	0.526784452187	0.65	AE_pos_862.1653_40
row4260	E1097	row4260_M+H[1+]	C05270	Hexanoyl-CoA	row4260	866.1955	39.0	0.332916108315	1.0	AE_pos_866.1955_39
row4359	E1100	row4359_M+H[1+];row4439_M+Na[1+]	CE5875	2-methylglutaconyl-CoA	row4359	889.1154	39.0	0.295073541933	1.08	AE_pos_889.1154_39
row4439	E1100	row4359_M+H[1+];row4439_M+Na[1+]	CE5875	2-methylglutaconyl-CoA	row4439	911.0901	39.0	0.182590892834	-1.39	AE_pos_911.0901_39
row4526	E1103	row4526_M+Na[1+]	CE4796	3-oxo-(2S)-methylisocapryloyl-CoA	row4526	940.1773	39.0	0.920270796285	-0.1	AE_pos_940.1773_39
row4630	E1106	row4630_M+Na[1+]	CE0693;CE0692	3-oxolaur-6-cis-enoyl-CoA$3-oxolaur-cis-5-enoyl-CoA	row4630	980.196	43.0	0.0992338808107	-1.75	AE_pos_980.196_43
row4667	E1107	row4667_M+Na[1+]	C16334	3-Oxo-OPC6-CoA	row4667	1052.261	43.0	0.992961426618	-0.01	AE_pos_1052.261_43
row4962	E66	row4962_M+H[1+]	C12455	5-Aminopentanal	row4962	102.0907	540.0	0.179786448954	-1.4	AE_pos_102.0907_540
row4963	E1114	row4963_M+Na[1+]	CE4881	nitryl chloride	row4963	103.9501	200.0	0.1083087069	1.7	AE_pos_103.9501_200
row4973	E784	row1467_M+Na[1+];row4973_M+H+Na[2+]	C16015	(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol	row4973	119.0484	54.0	0.0473769038531	2.15	AE_pos_119.0484_54
row4974	E170	row4974_M+H[1+]	C02846;C05332	N,N-Dimethylaniline; Dimethylaminobenzene; N,N-Dimethylbenzenamine$Phenethylamine	row4974	122.096	99.0	0.25555196924	-1.18	AE_pos_122.096_99
row4975	E171	row4975_M+H[1+]	C02846;C05332	N,N-Dimethylaniline; Dimethylaminobenzene; N,N-Dimethylbenzenamine$Phenethylamine	row4975	122.0961	548.0	0.541668349185	0.62	AE_pos_122.0961_548
row4977	E175	row1538_M+H[1+];row312_M+2H[2+];row4977_M(C13)+2H[2+]	C00627	Pyridoxine 5'-phosphate	row4977	126.0291	163.0	0.119637204718	-1.64	AE_pos_126.0291_163
row4981	E224	row4981_M+H[1+]	C14860		row4981	130.9656	382.0	0.596884995335	0.54	AE_pos_130.9656_382
row4982	E226	row4982_M+H[1+];row5386_M[1+]	C14860		row4982	130.9662	579.0	0.467832396284	-0.74	AE_pos_130.9662_579
row4989	E262	row4989_M+H[1+]	C00049;C00402	L-Aspartate$D-Aspartate	row4989	134.046	550.0	0.54029155004	-0.63	AE_pos_134.046_550
row4993	E291	row4993_M+H[1+];row756_M+Na[1+]	C01620;C00262	$Hypoxanthine	row4993	137.0448	56.0	3.41400168311e-14	24.79	AE_pos_137.0448_56
row4994	E1119	row4994_M+Na[1+]	CE2028;C00581;gudac	beta-hydroxy-beta-methylbutyrate$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate	row4994	140.0436	54.0	0.516135773176	0.66	AE_pos_140.0436_54
row4997	E154	row4997_M+Na[1+]	C15587	Purine	row4997	143.0332	516.0	0.145722631055	-1.53	AE_pos_143.0332_516
row4997	E333	row4997_M+H[1+]	CE5068	2-methylglutaconic acid	row4997	143.0332	516.0	0.145722631055	-1.53	AE_pos_143.0332_516
row5006	E1121	row5006_M+H[1+]	C00242	Guanine	row5006	152.058	44.0	0.166517861266	1.45	AE_pos_152.058_44
row5007	E1122	row5007_M+H[1+]	C00242	Guanine	row5007	152.0578	325.0	0.249034903378	-1.2	AE_pos_152.0578_325
row5015	E1124	row5015_M+Na[1+];row7402_M+H[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid	row5015	169.0579	61.0	0.814372953674	0.24	AE_pos_169.0579_61
row5017	E385	row5017_M+Na[1+];row607_M+H[1+]	C00217;C00025;C00302;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate$L-4-Hydroxyglutamate semialdehyde	row5017	170.0414	65.0	5.18566681671e-07	8.04	AE_pos_170.0414_65
row5026	E1125	row5026_M+Na[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine	row5026	192.074	91.0	0.849904351527	0.19	AE_pos_192.074_91
row5035	E1130	row5035_M+Na[1+]	C02712	N-Acetylmethionine	row5035	214.0508	82.0	7.55392129363e-09	-10.96	AE_pos_214.0508_82
row5046	E796	row5046_M+H[1+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid	row5046	241.0296	446.0	8.57663625181e-05	5.21	AE_pos_241.0296_446
row5047	E1134	row5047_M+Na[1+];row6244_M(C13)+H[1+]	C00864	(R)-Pantothenate	row5047	242.1023	62.0	0.0253297997198	-2.47	AE_pos_242.1023_62
row5056	E1135	row5056_M+Na[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin	row5056	262.0901	63.0	0.00441648922018	-3.31	AE_pos_262.0901_63
row5072	E950	row1993_M(C13)+H[1+];row5072_M+H[1+]	C00020;C00362	AMP$dGMP	row5072	348.0697	356.0	0.627966940152	0.49	AE_pos_348.0697_356
row5078	E594	row2166_M+HCOONa[1+];row5078_M+Na[1+]	C00208;C06373;C00252;C00243;C01083;C00897;C00089;C01235;C05400;C05402;C00185	Maltose$beta-D-Gal-(1->4)-D-Glc$Isomaltose; Brachiose$Lactose$Trehalose$alpha-Maltose; alpha-Malt sugar$Sucrose$1-alpha-D-Galactosyl-myo-inositol; 1-O-alpha-D-Galactosyl-D-myo-inositol; Galactinol$Epimelibiose$Melibiose$Cellobiose	row5078	365.1031	155.0	0.725379344948	0.36	AE_pos_365.1031_155
row5096	E1142	row5096_M+Na[1+]	CE5025	5-S-glutathionyl-dopamine	row5096	481.1348	55.0	0.0380745879343	2.26	AE_pos_481.1348_55
row5108	E1136	row5108_M+H[1+]	C04847	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine	row5108	546.1975	104.0	0.848114180531	-0.19	AE_pos_546.1975_104
row5121	E907	row5121_M+H[1+]	C00128	CMP-N-acetylneuraminate	row5121	615.1487	295.0	5.53708918022e-08	-9.51	AE_pos_615.1487_295
row5287	E1144	row5287_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid	row5287	89.0594	37.0	0.275443680536	-1.13	AE_pos_89.0594_37
row5310	E1115	row5310_M+Na[1+]	CE4881	nitryl chloride	row5310	103.95	532.0	0.793643303579	-0.27	AE_pos_103.95_532
row5324	E82	row1154_M+H[1+];row5324_M+H+Na[2+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde	row5324	108.5359	253.0	0.710905321955	0.38	AE_pos_108.5359_253
